31;910GUPRHLWY;Upper Holloway Rail Station;51.563637;-0.129508;940GZZLURBG;Redbridge Underground Station;51.576249;0.045369
32;940GZZLUGTH;Gants Hill Underground Station;51.57655;0.066195;940GZZLURVP;Ravenscourt Park Underground Station;51.494126;-0.23588
33;940GZZLUNOW;Northwood Underground Station;51.611052;-0.423818;910GWCROYDN;West Croydon Rail Station;51.378428;-0.102581
34;910GNWCRELL;New Cross ELL Rail Station;51.476347;-0.032434;940GZZLUFBY;Fulham Broadway Underground Station;51.480084;-0.195419
35;940GZZLUEPK;Elm Park Underground Station;51.54978;0.198654;940GZZDLSOQ;South Quay DLR Station;51.500136;-0.016569
36;940GZZLUASG;Arnos Grove Underground Station;51.616454;-0.133058;940GZZLUSKT;South Kenton Underground Station;51.570238;-0.308433
37;910GHTCHEND;Hatch End Rail Station;51.609416;-0.368604;940GZZLURGP;Regent's Park Underground Station;51.523349;-0.146441
38;940GZZLUBWT;Bayswater Underground Station;51.512289;-0.187935;940GZZLUEPG;Epping Underground Station;51.693689;0.11378
39;910GWHMDSTD;West Hampstead Rail Station;51.547473;-0.191182;940GZZLUMRH;Manor House Underground Station;51.570744;-0.096113
40;940GZZDLSHS;Stratford High Street DLR Station;51.538201;-0.00107;910GUPMNSTR;Upminster Rail Station;51.559023;0.250895
41;910GHGHMSPK;Highams Park Rail Station;51.608357;-0.000214;910GCRYSTLP;Crystal Palace Rail Station;51.418111;-0.072605
42;940GZZLURKW;Rickmansworth Underground Station;51.640207;-0.473693;940GZZLUBXN;Brixton Underground Station;51.462621;-0.114884
43;940GZZLUBKH;Buckhurst Hill Underground Station;51.626612;0.046767;940GZZLUBLR;Blackhorse Road Underground Station;51.586925;-0.041143
44;940GZZLUSTD;Stratford Underground Station;51.541811;-0.00345;940GZZLUHGD;Hillingdon Underground Station;51.553712;-0.449818
45;940GZZLUVXL;Vauxhall Underground Station;51.485747;-0.1242;940GZZLUPCO;Pimlico Underground Station;51.489101;-0.133757
46;940GZZLUHBN;Holborn Underground Station;51.517585;-0.12047;940GZZLUSJW;St. John's Wood Underground Station;51.534527;-0.173945
47;910GKTON;Kenton Rail Station;51.581809;-0.316981;940GZZDLPOP;Poplar DLR Station;51.507749;-0.017377
48;910GHRGYGL;Harringay Green Lanes Rail Station;51.577189;-0.098138;940GZZLUBBN;Barbican Underground Station;51.52028;-0.097988
49;940GZZLUSTM;Stanmore Underground Station;51.619838;-0.303267;940GZZDLBNK;Bank DLR Station;51.513237;-0.088509
50;910GCHINGFD;Chingford Rail Station;51.633094;0.009906;940GZZLURBG;Redbridge Underground Station;51.576249;0.045369
51;910GWLTHQRD;Walthamstow Queens Road Rail Station;51.581509;-0.023838;940GZZLUPAC;Paddington Underground Station;51.516586;-0.175686
52;940GZZLUBWR;Bow Road Underground Station;51.526944;-0.025121;940GZZDLBPK;Beckton Park DLR Station;51.508797;0.054942
53;940GZZLUEUS;Euston Underground Station;51.528004;-0.133781;940GZZDLCUS;Custom House (for ExCel) DLR Station;51.50972;0.026708
54;940GZZLUQPS;Queen's Park Underground Station;51.534163;-0.204571;940GZZLUWPL;Whitechapel Underground Station;51.519522;-0.059965
55;940GZZDLHEQ;Heron Quays DLR Station;51.503383;-0.021413;910GCROUCHH;Crouch Hill Rail Station;51.571308;-0.117144
56;940GZZLUDBN;Debden Underground Station;51.645394;0.083793;940GZZLUFLP;Fairlop Underground Station;51.595625;0.091015
57;940GZZLUSVS;Seven Sisters Underground Station;51.583336;-0.072577;940GZZLUBKG;Barking Underground Station;51.539326;0.081064
58;940GZZLULGN;Loughton Underground Station;51.641451;0.055486;940GZZLUSHH;South Harrow Underground Station;51.564894;-0.352494
59;940GZZLUHLT;Hainault Underground Station;51.603665;0.093493;910GROMFORD;Romford Rail Station;51.574835;0.183251
60;940GZZLUMMT;Monument Underground Station;51.510705;-0.085964;940GZZDLCGT;Canning Town DLR Station;51.514471;0.00772
61;910GSHRDHST;Shoreditch High Street Rail Station;51.52338;-0.07524;910GWATFDHS;Watford High Street Rail Station;51.652655;-0.391714
62;940GZZLUEUS;Euston Underground Station;51.528004;-0.133781;940GZZDLEIN;East India DLR Station;51.509364;-0.002319
63;940GZZLUWOG;Wood Green Underground Station;51.597486;-0.109881;940GZZLUMED;Mile End Underground Station;51.525127;-0.033633
64;910GCMDNRD;Camden Road Rail Station;51.541796;-0.138697;940GZZLUMPK;Moor Park Underground Station;51.629844;-0.432443
65;940GZZLURVY;Roding Valley Underground Station;51.617206;0.043657;940GZZLUSJW;St. John's Wood Underground Station;51.534527;-0.173945
66;940GZZLUWLA;Wood Lane Underground Station;51.509674;-0.224528;940GZZLUHRC;Heathrow Terminals 1-2-3 Underground Station ;51.471239;-0.452256
67;940GZZLUSFB;Stamford Brook Underground Station;51.494921;-0.245703;940GZZDLCAN;Canary Wharf DLR Station;51.504842;-0.02099
68;910GCMDNRD;Camden Road Rail Station;51.541796;-0.138697;940GZZLUHSD;Hammersmith (Dist&Picc Line) Underground Station;51.492304;-0.223619
69;910GKENOLYM;Kensington (Olympia) Rail Station;51.497903;-0.210362;940GZZLUBMY;Bermondsey Underground Station;51.497957;-0.063762
70;910GROMFORD;Romford Rail Station;51.574835;0.183251;940GZZLUMBA;Marble Arch Underground Station;51.513429;-0.15895
71;940GZZLUBNK;Bank Underground Station;51.513424;-0.088948;940GZZLUBMY;Bermondsey Underground Station;51.497957;-0.063762
72;940GZZLUCSM;Chesham Underground Station;51.70521;-0.611241;910GPCKHMRY;Peckham Rye Rail Station;51.470037;-0.069409
73;940GZZLUMRH;Manor House Underground Station;51.570744;-0.096113;910GHGHI;Highbury & Islington Rail Station;51.546183;-0.103758
74;940GZZLUPNR;Pinner Underground Station;51.5929;-0.381164;940GZZLULVT;Liverpool Street Underground Station;51.517377;-0.083176
75;910GHONROPK;Honor Oak Park Rail Station;51.449992;-0.045499;910GSTKNWNG;Stoke Newington Rail Station;51.565239;-0.072881
76;940GZZLUHGR;Hanger Lane Underground Station;51.530182;-0.292704;940GZZLULYN;Leyton Underground Station;51.556595;-0.005515
77;940GZZLUWBN;West Brompton Underground Station;51.487272;-0.195597;940GZZLUPNR;Pinner Underground Station;51.5929;-0.381164
78;940GZZLUBOS;Boston Manor Underground Station;51.495639;-0.324941;940GZZLUOXC;Oxford Circus Underground Station;51.515228;-0.141899
79;940GZZLUHNX;Hatton Cross Underground Station;51.466751;-0.423181;940GZZLUMVL;Maida Vale Underground Station;51.529782;-0.185756
80;910GWLSDJHL;Willesden Junction Rail Station;51.532502;-0.244547;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018
81;910GQPRK;Queens Park (London) Rail Station;51.533972;-0.204983;940GZZLUKBY;Kingsbury Underground Station;51.584852;-0.27879
82;940GZZLUBBB;Bromley-by-Bow Underground Station;51.524844;-0.011531;940GZZDLSIT;Stratford International DLR Station;51.545271;-0.00963
83;940GZZLUNHG;Notting Hill Gate Underground Station;51.509132;-0.196102;940GZZLUCYF;Canary Wharf Underground Station;51.503492;-0.018239
84;940GZZLURVY;Roding Valley Underground Station;51.617206;0.043657;940GZZLUNFD;Northfields Underground Station;51.499324;-0.31472
85;940GZZLUGBY;Gunnersbury Underground Station;51.491808;-0.275267;940GZZDLCLA;Crossharbour DLR Station;51.495732;-0.014599
86;910GSACTON;South Acton Rail Station;51.4997;-0.270157;940GZZLURVP;Ravenscourt Park Underground Station;51.494126;-0.23588
87;940GZZLUASL;Arsenal Underground Station;51.558661;-0.107452;940GZZLUCAL;Chalfont & Latimer Underground Station;51.667985;-0.560682
88;940GZZLUBND;Bond Street Underground Station;51.514309;-0.149719;940GZZLUPRD;Preston Road Underground Station;51.571979;-0.295107
89;940GZZLUEAN;East Acton Underground Station;51.516616;-0.247248;940GZZLUQWY;Queensway Underground Station;51.510316;-0.187149
90;940GZZLUERB;Edgware Road (Bakerloo) Underground Station;51.520304;-0.170147;940GZZLUWSM;Westminster Underground Station;51.501324;-0.124857
91;910GKENSLG;Kensal Green Rail Station;51.530546;-0.225086;940GZZLUMGT;Moorgate Underground Station;51.51818;-0.088317
92;940GZZLUHWE;Hounslow East Underground Station;51.473217;-0.356476;910GWCROYDN;West Croydon Rail Station;51.378428;-0.102581
93;940GZZDLLIM;Limehouse DLR Station;51.512397;-0.039802;910GBROCKLY;Brockley Rail Station;51.464652;-0.03753
94;940GZZLUHSC;Hammersmith (H&C Line) Underground Station;51.493387;-0.225032;910GWNSTDPK;Wanstead Park Rail Station;51.551698;0.026222
95;910GWAPPING;Wapping Rail Station;51.504392;-0.055925;910GWATFDHS;Watford High Street Rail Station;51.652655;-0.391714
96;940GZZLUUPB;Upminster Bridge Underground Station;51.558565;0.235824;940GZZLUDOH;Dollis Hill Underground Station;51.551961;-0.239066
97;940GZZLUWTA;West Acton Underground Station;51.518006;-0.28098;910GDALS;Dalston Junction Rail Station;51.546121;-0.075131
98;940GZZLUQWY;Queensway Underground Station;51.510316;-0.187149;940GZZDLBEC;Beckton DLR Station;51.514366;0.061462
99;940GZZDLWLA;Woolwich Arsenal DLR Station;51.490012;0.069136;940GZZLUHCH;Hornchurch Underground Station;51.554098;0.219131
100;940GZZLUWAF;Watford Underground Station;51.657446;-0.41738;940GZZLUHRC;Heathrow Terminals 1-2-3 Underground Station ;51.471239;-0.452256
101;940GZZLUALD;Aldgate Underground Station;51.514251;-0.075683;940GZZLUSVS;Seven Sisters Underground Station;51.583336;-0.072577
102;940GZZLUWLO;Waterloo Underground Station;51.503303;-0.114776;940GZZLUACT;Acton Town Underground Station;51.503062;-0.280462
103;940GZZLUKSL;Kensal Green Underground Station;51.530544;-0.225014;910GKENSLG;Kensal Green Rail Station;51.530546;-0.225086
104;940GZZLUCST;Cannon Street Underground Station;51.511515;-0.090426;910GKLBRNHR;Kilburn High Road Rail Station;51.537283;-0.192235
105;940GZZLUESQ;Euston Square Underground Station;51.525609;-0.135825;940GZZLUCWR;Canada Water Underground Station;51.497949;-0.049715
106;940GZZLUHOH;Harrow-on-the-Hill Underground Station;51.579202;-0.337226;940GZZLUFBY;Fulham Broadway Underground Station;51.480084;-0.195419
107;910GCAMHTH;Cambridge Heath (London) Rail Station;51.531978;-0.057273;940GZZLUADE;Aldgate East Underground Station;51.515042;-0.072378
108;940GZZDLSHA;Shadwell DLR Station;51.511697;-0.056637;940GZZLUEBY;Ealing Broadway Underground Station;51.515022;-0.301457
109;940GZZDLHEQ;Heron Quays DLR Station;51.503383;-0.021413;940GZZLUSTD;Stratford Underground Station;51.541811;-0.00345
110;940GZZLUERB;Edgware Road (Bakerloo) Underground Station;51.520304;-0.170147;940GZZLUASL;Arsenal Underground Station;51.558661;-0.107452
111;940GZZLURKW;Rickmansworth Underground Station;51.640207;-0.473693;940GZZLUNHA;North Harrow Underground Station;51.58487;-0.36241
112;910GWHMDSTD;West Hampstead Rail Station;51.547473;-0.191182;910GWCROYDN;West Croydon Rail Station;51.378428;-0.102581
113;940GZZDLWLA;Woolwich Arsenal DLR Station;51.490012;0.069136;940GZZDLKGV;King George V DLR Station;51.502007;0.062633
114;940GZZLUSEA;South Ealing Underground Station;51.501008;-0.307425;940GZZLUMYB;Marylebone Underground Station;51.522327;-0.163204
115;910GHGHI;Highbury & Islington Rail Station;51.546183;-0.103758;940GZZLUGTH;Gants Hill Underground Station;51.57655;0.066195
116;910GSBURY;Southbury Rail Station;51.648713;-0.05243;940GZZLUNWH;Northwood Hills Underground Station;51.60057;-0.409453
117;940GZZLUFCN;Farringdon Underground Station;51.520257;-0.104908;940GZZLUKOY;Kensington (Olympia) Underground Station;51.497628;-0.210013
118;940GZZLUFYR;Finchley Road Underground Station;51.54683;-0.179842;940GZZLUSSQ;Sloane Square Underground Station;51.492274;-0.156374
119;940GZZDLBPK;Beckton Park DLR Station;51.508797;0.054942;940GZZLUSKS;South Kensington Underground Station;51.494098;-0.174135
120;940GZZLUCGN;Covent Garden Underground Station;51.513098;-0.124431;940GZZLUPNR;Pinner Underground Station;51.5929;-0.381164
121;910GHMPSTDH;Hampstead Heath Rail Station;51.555216;-0.165702;940GZZLUMRH;Manor House Underground Station;51.570744;-0.096113
122;940GZZLUKBY;Kingsbury Underground Station;51.584852;-0.27879;940GZZLUEMB;Embankment Underground Station;51.507062;-0.122662
123;940GZZLUWRP;West Ruislip Underground Station;51.569686;-0.437875;940GZZLUALP;Alperton Underground Station;51.540633;-0.29961
124;910GWAPPING;Wapping Rail Station;51.504392;-0.055925;910GWDST;Wood Street Rail Station;51.586587;-0.002397
125;940GZZLUUPK;Upton Park Underground Station;51.535345;0.035272;910GWBRMPTN;West Brompton Rail Station;51.487065;-0.19559
126;910GCMDNRD;Camden Road Rail Station;51.541796;-0.138697;910GCROUCHH;Crouch Hill Rail Station;51.571308;-0.117144
127;940GZZLUWHP;West Hampstead Underground Station;51.546644;-0.191056;940GZZLUSFS;Southfields Underground Station;51.445076;-0.2066
128;940GZZLUSBC;Shepherd's Bush (Central) Underground Station;51.504381;-0.218812;940GZZLUKSX;King's Cross St. Pancras Underground Station;51.530668;-0.12319
129;940GZZLULAD;Ladbroke Grove Underground Station;51.517454;-0.210389;940GZZLUFCN;Farringdon Underground Station;51.520257;-0.104908
130;910GHGHMSPK;Highams Park Rail Station;51.608357;-0.000214;910GSACTON;South Acton Rail Station;51.4997;-0.270157
131;940GZZLUADE;Aldgate East Underground Station;51.515042;-0.072378;940GZZLUBKG;Barking Underground Station;51.539326;0.081064
132;910GSHPDSB;Shepherds Bush Rail Station;51.505289;-0.217652;940GZZLUAMS;Amersham Underground Station;51.674127;-0.607708
133;940GZZDLRAL;Royal Albert DLR Station;51.508361;0.045944;910GHEDSTNL;Headstone Lane Rail Station;51.602648;-0.357222
134;940GZZLUADE;Aldgate East Underground Station;51.515042;-0.072378;940GZZLUGPS;Great Portland Street Underground Station;51.523845;-0.144258
135;940GZZLULRD;Latimer Road Underground Station;51.513394;-0.217797;940GZZLUAMS;Amersham Underground Station;51.674127;-0.607708
136;910GHMPSTDH;Hampstead Heath Rail Station;51.555216;-0.165702;940GZZLUKEN;Kenton Underground Station;51.581763;-0.316911
137;940GZZLUEAE;Eastcote Underground Station;51.576504;-0.397376;940GZZLUMGT;Moorgate Underground Station;51.51818;-0.088317
138;910GWAPPING;Wapping Rail Station;51.504392;-0.055925;940GZZDLGAL;Gallions Reach DLR Station;51.508945;0.071565
139;940GZZLUBXN;Brixton Underground Station;51.462621;-0.114884;940GZZLUUXB;Uxbridge Underground Station;51.546563;-0.47794
140;940GZZLUTCR;Tottenham Court Road Underground Station;51.516431;-0.130406;940GZZDLSHA;Shadwell DLR Station;51.511697;-0.056637
141;940GZZLUCWR;Canada Water Underground Station;51.497949;-0.049715;940GZZLUUPK;Upton Park Underground Station;51.535345;0.035272
142;940GZZLUCHL;Chancery Lane Underground Station;51.518251;-0.111578;940GZZLUHWE;Hounslow East Underground Station;51.473217;-0.356476
143;940GZZLUECM;Ealing Common Underground Station;51.510145;-0.288265;940GZZLUSHH;South Harrow Underground Station;51.564894;-0.352494
144;940GZZLUWOF;Woodford Underground Station;51.606906;0.03398;940GZZLUNHA;North Harrow Underground Station;51.58487;-0.36241
145;940GZZLUVIC;Victoria Underground Station;51.496363;-0.143098;940GZZLUGBY;Gunnersbury Underground Station;51.491808;-0.275267
146;940GZZLUGTR;Gloucester Road Underground Station;51.494321;-0.182655;940GZZLUTWH;Tower Hill Underground Station;51.509975;-0.07654
147;940GZZLUHGR;Hanger Lane Underground Station;51.530182;-0.292704;910GDENMRKH;Denmark Hill Rail Station;51.468206;-0.089356
148;940GZZLUMPK;Moor Park Underground Station;51.629844;-0.432443;940GZZLUHSD;Hammersmith (Dist&Picc Line) Underground Station;51.492304;-0.223619
149;940GZZDLEIN;East India DLR Station;51.509364;-0.002319;940GZZLUDOH;Dollis Hill Underground Station;51.551961;-0.239066
150;940GZZLUNHA;North Harrow Underground Station;51.58487;-0.36241;940GZZLUPAH;Paddington (H&C Line)-Underground;51.518192;-0.178303
151;940GZZLUDBN;Debden Underground Station;51.645394;0.083793;940GZZLUOSY;Osterley Underground Station;51.481278;-0.352226
152;940GZZLUBND;Bond Street Underground Station;51.514309;-0.149719;910GHOMRTON;Homerton Rail Station;51.547017;-0.042353
153;940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447;940GZZLUWBN;West Brompton Underground Station;51.487272;-0.195597
154;940GZZLUBSC;Barons Court Underground Station;51.490315;-0.213425;940GZZLUSPU;St. Paul's Underground Station;51.51494;-0.097562
155;940GZZLUCSM;Chesham Underground Station;51.70521;-0.611241;910GCMDNRD;Camden Road Rail Station;51.541796;-0.138697
156;940GZZLURSM;Ruislip Manor Underground Station;51.5732;-0.412963;940GZZDLPDK;Pontoon Dock DLR Station;51.502216;0.032124
157;940GZZLUNAN;North Acton Underground Station;51.523529;-0.259754;910GSIVRST;Silver Street Rail Station;51.614696;-0.067233
158;910GHEDSTNL;Headstone Lane Rail Station;51.602648;-0.357222;940GZZLUNKP;Northwick Park Underground Station;51.578488;-0.318057
159;940GZZLUDBN;Debden Underground Station;51.645394;0.083793;940GZZLUHAI;Highbury & Islington Underground Station;51.546355;-0.103319
160;940GZZLUCYF;Canary Wharf Underground Station;51.503492;-0.018239;940GZZLUEAN;East Acton Underground Station;51.516616;-0.247248
161;940GZZLURGP;Regent's Park Underground Station;51.523349;-0.146441;940GZZLUNKP;Northwick Park Underground Station;51.578488;-0.318057
162;940GZZLUWWL;Walthamstow Central Underground Station;51.582971;-0.019877;940GZZDLWHM;West Ham DLR Station;51.527899;0.00449
163;910GWATFDHS;Watford High Street Rail Station;51.652655;-0.391714;940GZZLUMSH;Mansion House Underground Station;51.512122;-0.094004
164;940GZZDLKGV;King George V DLR Station;51.502007;0.062633;940GZZLUBWT;Bayswater Underground Station;51.512289;-0.187935
165;910GSYDENHM;Sydenham Rail Station;51.42725;-0.054238;940GZZLUWOG;Wood Green Underground Station;51.597486;-0.109881
166;940GZZLUVXL;Vauxhall Underground Station;51.485747;-0.1242;940GZZLUFYR;Finchley Road Underground Station;51.54683;-0.179842
167;940GZZLUBLG;Bethnal Green Underground Station;51.527227;-0.0555;940GZZLUMYB;Marylebone Underground Station;51.522327;-0.163204
168;940GZZLURBG;Redbridge Underground Station;51.576249;0.045369;910GKTON;Kenton Rail Station;51.581809;-0.316981
169;940GZZLUPCC;Piccadilly Circus Underground Station;51.510055;-0.133794;940GZZLUGHK;Goldhawk Road Underground Station;51.502009;-0.226714
170;910GNEWXGTE;New Cross Gate Rail Station;51.475132;-0.040392;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018
171;910GWBRMPTN;West Brompton Rail Station;51.487065;-0.19559;910GHEDSTNL;Headstone Lane Rail Station;51.602648;-0.357222
172;940GZZLUSUH;Sudbury Hill Underground Station;51.556952;-0.336437;910GEDMNGRN;Edmonton Green Rail Station;51.624936;-0.061106
173;910GWLTWCEN;Walthamstow Central Rail Station;51.582925;-0.019807;940GZZLUBEC;Becontree Underground Station;51.540336;0.127028
174;940GZZLUCKS;Cockfosters Underground Station;51.651519;-0.149167;940GZZLUWOF;Woodford Underground Station;51.606906;0.03398
175;940GZZLUNEN;North Ealing Underground Station;51.51751;-0.288868;940GZZLUHWY;Holloway Road Underground Station;51.552702;-0.113239
176;910GCHINGFD;Chingford Rail Station;51.633094;0.009906;940GZZLUPAC;Paddington Underground Station;51.516586;-0.175686
177;940GZZLUWSP;Westbourne Park Underground Station;51.521115;-0.201063;940GZZDLBLA;Blackwall DLR Station;51.507995;-0.006961
178;910GWATFDHS;Watford High Street Rail Station;51.652655;-0.391714;940GZZLUESQ;Euston Square Underground Station;51.525609;-0.135825
179;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018;940GZZLUSBC;Shepherd's Bush (Central) Underground Station;51.504381;-0.218812
180;940GZZDLWFE;Westferry DLR Station;51.509435;-0.026743;940GZZLUSHH;South Harrow Underground Station;51.564894;-0.352494
181;940GZZDLRAL;Royal Albert DLR Station;51.508361;0.045944;940GZZLUWKN;West Kensington Underground Station;51.490463;-0.206635
182;940GZZDLSTL;Star Lane DLR Station;51.520791;0.004164;940GZZLUWHW;West Harrow Underground Station;51.579717;-0.353401
183;940GZZLUHR4;Heathrow Terminal 4 Underground Station;51.458527;-0.445762;940GZZLUNAN;North Acton Underground Station;51.523529;-0.259754
184;910GWMBY;Wembley Central Rail Station;51.552331;-0.296433;940GZZLUICK;Ickenham Underground Station;51.561989;-0.441991
185;910GWHHRTLA;White Hart Lane Rail Station;51.605044;-0.070907;910GDALSKLD;Dalston Kingsland Rail Station;51.548154;-0.075695
186;940GZZLUPKR;Park Royal Underground Station;51.527129;-0.284341;940GZZDLCYP;Cyprus DLR Station;51.508477;0.063934
187;940GZZLUNWH;Northwood Hills Underground Station;51.60057;-0.409453;940GZZDLWSV;West Silvertown DLR Station;51.502841;0.022469
188;940GZZLUOXC;Oxford Circus Underground Station;51.515228;-0.141899;940GZZLUEPY;East Putney Underground Station;51.459208;-0.210998
189;940GZZLUGPK;Green Park Underground Station;51.506951;-0.142783;910GTURKYST;Turkey Street Rail Station;51.672637;-0.047209
190;910GSBURY;Southbury Rail Station;51.648713;-0.05243;940GZZLUWWL;Walthamstow Central Underground Station;51.582971;-0.019877
191;940GZZLULNB;London Bridge Underground Station;51.505725;-0.088867;940GZZLUCSM;Chesham Underground Station;51.70521;-0.611241
192;910GSTKNWNG;Stoke Newington Rail Station;51.565239;-0.072881;940GZZLURKW;Rickmansworth Underground Station;51.640207;-0.473693
193;910GWDST;Wood Street Rail Station;51.586587;-0.002397;940GZZLUCYD;Chorleywood Underground Station;51.654359;-0.518453
194;940GZZLUPYB;Putney Bridge Underground Station;51.468265;-0.208729;940GZZLUWHW;West Harrow Underground Station;51.579717;-0.353401
195;910GCNDAW;Canada Water Rail Station;51.497994;-0.049713;940GZZLUSVS;Seven Sisters Underground Station;51.583336;-0.072577
196;940GZZLUBXN;Brixton Underground Station;51.462621;-0.114884;940GZZLUSWC;Swiss Cottage Underground Station;51.543687;-0.174891
197;910GQPRK;Queens Park (London) Rail Station;51.533972;-0.204983;940GZZDLSHA;Shadwell DLR Station;51.511697;-0.056637
198;910GBLCHSRD;Blackhorse Road Rail Station;51.586612;-0.041228;910GCAMHTH;Cambridge Heath (London) Rail Station;51.531978;-0.057273
199;940GZZDLGAL;Gallions Reach DLR Station;51.508945;0.071565;940GZZLUCSM;Chesham Underground Station;51.70521;-0.611241
200;940GZZLUCKS;Cockfosters Underground Station;51.651519;-0.149167;940GZZLULGN;Loughton Underground Station;51.641451;0.055486
201;940GZZLUHCH;Hornchurch Underground Station;51.554098;0.219131;940GZZLUSTD;Stratford Underground Station;51.541811;-0.00345
202;940GZZLUBLR;Blackhorse Road Underground Station;51.586925;-0.041143;940GZZDLISL;Island Gardens DLR Station;51.487814;-0.010132
203;910GWNSTDPK;Wanstead Park Rail Station;51.551698;0.026222;910GCAMHTH;Cambridge Heath (London) Rail Station;51.531978;-0.057273
204;940GZZLURVY;Roding Valley Underground Station;51.617206;0.043657;940GZZLUSTD;Stratford Underground Station;51.541811;-0.00345
205;940GZZLUEAC;Elephant & Castle Underground Station;51.49454;-0.100601;940GZZDLABR;Abbey Road DLR Station;51.531931;0.003745
206;910GROMFORD;Romford Rail Station;51.574835;0.183251;940GZZLUWRP;West Ruislip Underground Station;51.569686;-0.437875
207;940GZZLUKSX;King's Cross St. Pancras Underground Station;51.530668;-0.12319;940GZZLUVIC;Victoria Underground Station;51.496363;-0.143098
208;940GZZLUKWG;Kew Gardens Underground Station;51.477062;-0.285242;910GWAPPING;Wapping Rail Station;51.504392;-0.055925
